Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,23 Sexe candidat,23 Nom candidat,23 Prénom candidat,23 Etiquette liste,23 nuance,23 voix,23 Accès second tour,24 Sexe candidat,24 Nom candidat,24 Prénom candidat,24 Etiquette liste,24 nuance,24 voix,24 Accès second tour,25 Sexe candidat,25 Nom candidat,25 Prénom candidat,25 Etiquette liste,25 nuance,25 voix,25 Accès second tour,26 Sexe candidat,26 Nom candidat,26 Prénom candidat,26 Etiquette liste,26 nuance,26 voix,26 Accès second tour,,,,,,,,
78,YVELINES,9,78472,51218,50321,897,"65,27%",M,DELARUE,JEAN,PARTI DES TRAVAILLEURS,EXG,325,N,M,LUGUET,ALAIN,LUTTE OUVRIERE,EXG,676,N,F,HERVE,ARMELLE,PARTI COMMUNISTE FRANCAIS,COM,1570,N,M,BROCHOT-DENYS,ALAIN,POLE REPUBLICAIN,DVG,307,N,M,BISCHEROUR,ALBERT,LES VERTS,ECO,11979,O,M,MOJIKA,REMY,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,173,N,F,LOPEZ,MARYSE,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,ECO,737,N,F,LAROCHE,BERNADETTE,CONFEDERATION DES ECOLOGISTES INDEPENDANTS,ECO,231,N,F,BERTIN,RAYMONDE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,354,N,M,CUQ,HENRI,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,24021,O,F,JALENQUES,ODILE,MOUVEMENT POUR LA FRANCE,DVD,365,N,M,ANDRE D',J.LOUIS,FRONT NATIONAL,FRN,7904,N,F,SOUVILLE,SEVERINE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,714,N,M,FOURDACHON,GUY,CHASSE PECHE NATURE ET TRADITIONS,DIV,487,N,M,BOLEN,JEAN,MOINS D IMPOT GERER UTILEMENT L EMPLOI P,DIV,348,N,M,FOUCHER,CHRISTIAN,DEMOCRATIE LOCALE,DIV,130,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,YVELINES,10,95220,64595,63656,939,"67,84%",F,DUPREY,CHRISTIANE,LUTTE OUVRIERE,EXG,582,N,M,VINCENTI,FRANCIS,LES ALTERNATIFS,EXG,457,N,M,MISEREY,LUC,PARTI COMMUNISTE FRANCAIS,COM,1555,N,M,FISCHER,DIDIER,ASSOCIATION PS PRG ET APPARENTES,PRG,16318,O,M,TROTIGNON,J.LUC,POLE REPUBLICAIN,DVG,926,N,F,POURSINOFF,ANNY,LES VERTS,ECO,2256,N,M,SICARD,BERTRAND,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,337,N,M,DESERT,EMMANUEL,CITOYENNETE ACTION PARTICIPATION POUR LE 21E SIECLE,ECO,732,N,M,DAVID,LIONEL,LES NOUVEAUX ECOLOGISTES HOMMES NATURE ANIMAUX,ECO,840,N,M,BRICAULT,ALAIN,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,9886,N,F,BOUTIN,CHRISTINE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,20674,O,M,DIDELOT,ALAIN,SANS ETIQUETTE,DVD,586,N,M,CHEVRIER,PHILIPPE,FRONT NATIONAL,FRN,6341,N,F,MALGHEM,JOCELYNE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,461,N,M,MANAS,MICHEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,578,N,F,BOUR,EMMANUELLE,GROUPEMENT POLITIQUE ENERGIES DEMOCRATES,DIV,1127,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,YVELINES,11,52431,33075,32611,464,"63,08%",M,SAIZ,PEDRO,PARTI DES TRAVAILLEURS,EXG,101,N,F,EGASSE,CHRISTINE,LUTTE OUVRIERE,EXG,338,N,M,MALINOSKY,DIDIER,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,560,N,M,GENDRON,J.YVES,PARTI COMMUNISTE FRANCAIS,COM,1509,N,F,TASCA,CATHERINE,ASSOCIATION PS PRG ET APPARENTES,PRG,11093,O,M,COSTAIRE,PATRICK,GENERATION ECOLOGIE,ECO,303,N,F,MERCIER,JOSETTE,LES NOUVEAUX ECOLOGISTES HOMMES NATURE ANIMAUX,ECO,424,N,M, LE GUERINEL ,PIERRE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,2372,N,M,FOURGOUS,J.MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,12441,O,M,DEMOINERET,DANIEL,CENTRE NATIONAL DES INDEPENDANTS ET PAYSANS,DVD,282,N,M,BIDEAU,J.LOUIS,FRONT NATIONAL,FRN,2845,N,M,DUCHESNE,GUILLAUME,MOUVEMENT NATIONAL REPUBLICAIN,EXD,219,N,F,LACRAMPE-CUYAUBERE-FLIEUT,NADINE,CHASSE PECHE NATURE ET TRADITIONS,DIV,124,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,YVELINES,12,65712,42695,42068,627,"64,97%",F,DELPONT,PAULETTE,LUTTE OUVRIERE,EXG,534,N,M,SENEVAT,GERARD,PARTI COMMUNISTE FRANCAIS,COM,1245,N,F,ARNULF,CLAUDE,POLE REPUBLICAIN,DVG,818,N,M,DORANGE,ALAIN,LES VERTS,ECO,12048,O,M,RUBADO,MARC,GENERATION ECOLOGIE,ECO,0,N,M,POGGI,HERVE,PARTI POUR LA DEFENSE DES ANIMAUX,ECO,1022,N,M,MASDEU ARUS,JACQUES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,20483,O,F,ANSELME,ALEXANDRA,MOUVEMENT POUR LA FRANCE,DVD,695,N,M,RENAULT,J.LOUIS,FRONT NATIONAL,FRN,4222,N,M,MOSNIER,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,481,N,M,GUERIN,FRANCOIS,CHASSE PECHE NATURE ET TRADITIONS,DIV,187,N,M,BARKI,PIERRE,MOINS D IMPOT GERER UTILEMENT L EMPLOI P,DIV,333,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,DEUX-SEVRES,1,60102,40872,40175,697,68%,F,VEYSSIERE,MARINETTE,PARTI DES TRAVAILLEURS,EXG,249,N,F,VALLEE,MARYSE,LUTTE OUVRIERE,EXG,366,N,F,SICOT,GISELE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,666,N,F,BAUDIN,DOMINIQUE,PARTI COMMUNISTE FRANCAIS,COM,690,N,F,PERRIN GAILLARD,GENEVIEVE,PARTI SOCIALISTE,SOC,15905,O,M,BALOGE,JEROME,POLE REPUBLICAIN,DVG,424,N,M,CHALLET,RODOLPHE,DIVERS GAUCHE,DVG,832,N,F,GRAVAT,NICOLLE,LES VERTS,ECO,1149,N,M,HERNANDEZ,J.GABRIEL,GENERATION ECOLOGIE,ECO,219,N,M,BROSSARD,JACQUES,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,12642,O,F,LEFEBVRE,JACQUELINE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,4913,N,M,CHARBONNEAU,J.ROMEE,FRONT NATIONAL,FRN,1623,N,F,VEAUX,CHRISTIANE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,93,N,M,DUBREUIL,J.LOUIS,CHASSE PECHE NATURE ET TRADITIONS,DIV,404,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,DEUX-SEVRES,2,70311,48322,47206,1116,"68,73%",F,BAUSSANT,JOCELYNE,PARTI DES TRAVAILLEURS,EXG,265,N,F,POUPINOT,NICOLE,LUTTE OUVRIERE,EXG,406,N,M,GARAIN,J.LOUIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,774,N,M,ROUVREAU,MAX,PARTI COMMUNISTE FRANCAIS,COM,789,N,F,ROYAL,SEGOLENE,PARTI SOCIALISTE,SOC,21816,O,F,PAILLAUD,GENEVIEVE,LES VERTS,ECO,1220,N,F,CAUVIN,VALERIE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16148,O,M,GRANDIN,PHILIPPE,MOUVEMENT POUR LA FRANCE,DVD,503,N,F,CHAUMERON,LUCIE,FRONT NATIONAL,FRN,2433,N,M,FAVREAU,PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,225,N,M,BERNELAS,ALAIN,CHASSE PECHE NATURE ET TRADITIONS,DIV,1162,N,M,MELANI,GUY,SANS ETIQUETTE,DIV,1145,N,M,PELTIER,ERIC,SANS ETIQUETTE,DIV,320,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,DEUX-SEVRES,3,61451,42443,41441,1002,"69,07%",M,MERLET,CHRISTOPHE,LUTTE OUVRIERE,EXG,776,N,M,FASANINO,DANIEL,PARTI COMMUNISTE FRANCAIS,COM,997,N,M,FORT,GAETAN,PARTI SOCIALISTE,SOC,9449,O,M,COUPEAU,DIDIER,LES VERTS,ECO,1860,N,M,MORISSET,J.MARIE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,24675,N,M,HERREN,HENRI,MOUVEMENT POUR LA FRANCE,DVD,671,N,F,MESSEIN,COLETTE,FRONT NATIONAL,FRN,1928,N,M,RAUX,GEORGES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,224,N,F,ROY,MIREILLE,CHASSE PECHE NATURE ET TRADITIONS,DIV,861,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,DEUX-SEVRES,4,69682,46268,44891,1377,"66,4%",F,FALIGANT,M.JOSE,LUTTE OUVRIERE,EXG,1053,N,F,ZEEKAFF,JEANNINE,PARTI COMMUNISTE FRANCAIS,COM,622,N,M,GRELLIER,JEAN,PARTI SOCIALISTE,SOC,14405,O,M,PAILLE,DOMINIQUE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,20379,O,F,MAURY,BRIGITTE,DIVERS DROITE,DVD,4191,N,M,BRIDIER,PAUL,MOUVEMENT POUR LA FRANCE,DVD,1135,N,M,DAVID,G.JOEL,FRONT NATIONAL,FRN,1984,N,M,DUBREUIL,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,325,N,F,DOUILLARD,M.THERESE,CHASSE PECHE NATURE ET TRADITIONS,DIV,797,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,1,57392,35096,34328,768,"61,15%",M,PALENI,BRUNO,LUTTE OUVRIERE,EXG,514,N,F,RABAUD,M.FRANCE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,527,N,M,GREMETZ,MAXIME,PARTI COMMUNISTE FRANCAIS,COM,8369,O,M,LECUL,FRANCIS,ASSOCIATION PS PRG ET APPARENTES,PRG,5715,N,F,GOFFINON,SANDRINE,POLE REPUBLICAIN,DVG,294,N,M,DEBORD,ERIC,LES VERTS,ECO,809,N,M,BOURGOIS,J.YVES,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,5742,O,M,DELARUE,HUBERT,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,4393,N,M,VALLAS,JACQUES,RASSEMBLEMENT POUR LA FRANCE,DVD,461,N,M,MONTIGNY,J.PAUL,FRONT NATIONAL,FRN,4287,N,F,MICHAUD,M.PAULE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,280,N,M,LAURENT,RICHARD,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,402,N,F,CAYEUX,NICOLE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1930,N,M,ABDELLATIF,ADNANE,SANS ETIQUETTE,DIV,605,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,2,61879,39956,39337,619,"64,57%",F,LECLERC,NADINE,LUTTE OUVRIERE,EXG,628,N,M,DOLLE,FRANCIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,635,N,F,DEBEAUVAIS,FABIENNE,PARTI COMMUNISTE FRANCAIS,COM,1760,N,F,ROCHOWIAK-MOREAU,LISE,PARTI SOCIALISTE,SOC,8653,O,M,LUCAS,THIERRY,POLE REPUBLICAIN,DVG,595,N,F,MENAGER-LEMAIRE,MAUD,LES VERTS,ECO,1411,N,M,ROBIEN DE,GILLES,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,19766,N,M,GUIFFRAY,MICHEL,MOUVEMENT POUR LA FRANCE,DVD,316,N,M,PAYET,LIONEL,FRONT NATIONAL,FRN,4104,N,M,DEMAY,GREGOIRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,213,N,M,ELUARD,GUY,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,282,N,F,HUIART,NATHALIE,CHASSE PECHE NATURE ET TRADITIONS,DIV,974,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,3,67678,49477,47737,1740,"73,11%",F,GEORGET,PASCALE,LUTTE OUVRIERE,EXG,682,N,F,EYCKMANS,LYDIE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,475,N,M,ROUSSEL,GUY,PARTI COMMUNISTE FRANCAIS,COM,5597,N,M,PEILLON,VINCENT,PARTI SOCIALISTE,SOC,12309,O,M,BENOIT,MAX,POLE REPUBLICAIN,DVG,465,N,F,POORTER DE,JACQUELINE,LES VERTS,ECO,543,N,M,BIGNON,JEROME,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,15785,O,F,LENGELE,CATHERINE,FRONT NATIONAL,FRN,4099,N,M,DAUBY,CLAUDE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,198,N,M,ROHR,JACQUES,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,598,N,M,LOTTIN,NICOLAS,CHASSE PECHE NATURE ET TRADITIONS,DIV,6986,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,4,71815,49084,47854,1230,"68,35%",M,PALACIO,PAUL,LUTTE OUVRIERE,EXG,612,N,M,VAN ELSLANDE,LAURENT,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,867,N,F,LEBLANC,CHANTAL,PARTI COMMUNISTE FRANCAIS,COM,2527,N,M,HAMMEL,FRANCIS,PARTI SOCIALISTE,SOC,10725,O,M,DEFOSSE,RAYMOND,POLE REPUBLICAIN,DVG,449,N,F,GATARD,BEATRICE,LES VERTS,ECO,640,N,M,LECUYER,REGIS,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,3797,N,M,HART,JOEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,16273,O,F,BRICOUR,JACQUELINE,FRONT NATIONAL,FRN,4606,N,F,ROUSSELLE,M.CLAIRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,284,N,F,SANTIAGO,CHRISTINE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,710,N,M,PILNIAK,JEAN,CHASSE PECHE NATURE ET TRADITIONS,DIV,6364,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,5,64948,42566,41362,1204,"65,54%",F,LAUNAY,HELENE,LUTTE OUVRIERE,EXG,1150,N,F,THIERY,LAURENCE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,998,N,M,CHAPUIS-ROUX,OLIVIER,PARTI COMMUNISTE FRANCAIS,COM,2092,N,F,KUMM,VALERIE,PARTI SOCIALISTE,SOC,8341,O,F,LALANCE,VIRGINIE,POLE REPUBLICAIN,DVG,409,N,M,LEFEVRE,PATRICK,DIVERS GAUCHE,DVG,510,N,M,GALLOO,BRUNO,LES VERTS,ECO,959,N,M,DEMILLY,STEPHANE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,17586,O,F,FOURNET,FRANCINE,FRONT NATIONAL,FRN,5638,N,M,MICHAUD,SYLVAIN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,396,N,F,LABOUR,M.FRANCOISE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,440,N,M,GREVIN,J.LOUIS,CHASSE PECHE NATURE ET TRADITIONS,DIV,2843,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,SOMME,6,75896,51632,50332,1300,"68,03%",M,PUIG,YVES,LUTTE OUVRIERE,EXG,662,N,M,EVRARD,MICKAEL,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,704,N,M,CARON,PATRICE,PARTI COMMUNISTE FRANCAIS,COM,1174,N,M,FLEURY,JACQUES,PARTI SOCIALISTE,SOC,16084,O,F,DAOUST,MARTINE,POLE REPUBLICAIN,DVG,441,N,M,DACHEUX,PASCAL,LES VERTS,ECO,1189,N,M,GEST,ALAIN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,19484,O,M,DALRUE,PATRICE,FRONT NATIONAL,FRN,6679,N,M,MARCEL,SYLVAIN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,353,N,F,AUMASSON,ELISABETH,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,985,N,F,LISEK,JOSIANE,CHASSE PECHE NATURE ET TRADITIONS,DIV,2577,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,TARN,1,56066,40750,39260,1490,"72,68%",M,LOPEZ,VINCENT,LUTTE OUVRIERE,EXG,452,N,M,JEANJEAN,GILLES,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,967,N,M,FOISSAC,ROLLAND,PARTI COMMUNISTE FRANCAIS,COM,3511,N,M,QUILES,PAUL,PARTI SOCIALISTE,SOC,16234,O,M,GEFFRAY,ALAIN,POLE REPUBLICAIN,DVG,399,N,M,CROS,GUILLAUME,LES VERTS,ECO,1157,N,F,GRELET,SANDRINE,GENERATION ECOLOGIE,ECO,149,N,M,MORENO,JEAN-PIERRE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,398,N,M,PUYMORIN DE,RICHARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,5562,O,M,ESQUEVIN,FREDERIC,DIVERS DROITE,DVD,5290,N,M,CABROLIER,FREDERIC,FRONT NATIONAL,FRN,3725,N,F,MACHINAL,BEATRICE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,338,N,F,RESPLANDY,COLETTE,CHASSE PECHE NATURE ET TRADITIONS,DIV,1078,N,M,JEAN-VOLDEMAR,MICHAEL,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,TARN,2,74036,52648,51261,1387,"71,11%",F,LUTAUD,NATHALIE,PARTI DES TRAVAILLEURS,EXG,102,N,M,ETIENNE,MICHEL,LUTTE OUVRIERE,EXG,405,N,M,VEZINET,JEAN-LUC,"ALTERNATIFS (SOLIDARITE, ECOLOGIE, GAUCHE ALTERNATIVE)",EXG,272,N,M,MATHIEU,JACQUES,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,975,N,F,CULIE,MARIE-CLAIRE,PARTI COMMUNISTE FRANCAIS,COM,1342,N,M,CARCENAC,THIERRY,PARTI SOCIALISTE,SOC,19600,O,F,SAUCEDO,ZULEMA,POLE REPUBLICAIN,DVG,375,N,M,GAUTRONNEAU,JEAN,LES VERTS,ECO,1361,N,M,EMAILLE ,CHRISTIAN,GENERATION ECOLOGIE,ECO,218,N,M,CANAC,RICHARD,MAJORITE PRESIDENTIELLE,UDF,5408,N,F,REVEILLON,CATHERINE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,13058,O,F,BOUTONNET,MARIE-CHRISTINE,FRONT NATIONAL,FRN,5993,N,M,PIQUER ,ALBAN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,374,N,M,BOYER,JEAN-LOUIS,CHASSE PECHE NATURE ET TRADITIONS,DIV,1310,N,F,RIFA-BINET,REJANE,REGIONS ET PEUPLES SOLIDAIRES,DIV,180,N,M,PRESSECQ,PHILIPPE,ENERGIES DEMOCRATES,DIV,287,N,F,JEAN-VOLDEMAR,YOLANDE,PARTI DES SOCIOPROFESSIONNELS,DIV,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,TARN,3,58277,41965,40755,1210,"72,01%",F,TRESSENS,CHANTAL,LUTTE OUVRIERE,EXG,382,N,F,MAYNADIER,FLORENCE,LES ALTERNATIFS,EXG,407,N,M,LACOSTE,YANNICK,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,775,N,M,ALBOUY,MARC,PARTI COMMUNISTE FRANCAIS,COM,1010,N,M,RAYNAUD,BERNARD,PARTI RADICAL DE GAUCHE,PRG,4291,N,M,MANGIARACINA,JEAN-JACQUES,SANS ETIQUETTE,DVG,179,N,F,DESVEAUX,BRIGITTE,LES VERTS,ECO,5832,N,F,SABLAYROLLES,HENRIETTE,GENERATION ECOLOGIE,ECO,129,N,F,JEANROT,NICOLE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,1074,N,M,BUGIS,PASCAL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,11256,O,M,AMALVY,RICHARD,RASSEMBLEMENT POUR LA REPUBLIQUE,DVD,949,N,M,BUFFET,PATRICE,MOUVEMENT POUR LA FRANCE,DVD,135,N,M,FOLLIOT,PHILIPPE,RASSEMBLEMENT POUR LA FRANCE,DVD,9245,O,F,CANAC,FRANCOISE,FRONT NATIONAL,FRN,4109,N,F,ANDRE,COLETTE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,199,N,F,PIERPONT DE,MARIE-FRANCINE,CHASSE PECHE NATURE ET TRADITIONS,DIV,783,N,F,KREMSER,NATHALIE,PARTI DES SOCIOPROFESSIONNELS,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
