Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,22 Pourcentage aux exprimés
31,HAUTE-GARONNE,1,76439,43461,42995,466,"56,86%",M,SERTILLANGE,JEAN-PIERRE,LUTTE OUVRIÈRE,EXG,140,N,F,PICHON,BETTINA,NOUVEAU PARTI ANTICAPITALISTE,EXG,284,N,M,LACAZE,PIERRE,FRONT DE GAUCHE,FDG,3872,N,F,LEMORTON,CATHERINE,PARTI SOCIALISTE,SOC,18759,O,F,CASSAGNE,MARIE-PIERRE,EUROPE-ECOLOGIE-LES VERTS,ECO,2790,N,M,BAUD,ROBERT,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,138,N,F,CHAUDOREILLE,MARIE-COLETTE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,323,N,M,BOLZAN,JEAN-JACQUES,PARTI RADICAL,PRV,1369,N,M,BRIAND,SACHA,UNION POUR UN MOUVEMENT POPULAIRE,UMP,10037,O,F,PORCEDDU,HÉLÈNE,UNION RÉPUBLICAINE ET POPULAIRE,DVD,36,N,F,GARNIER,AUDE,DEBOUT LA RÉPUBLIQUE,DVD,210,N,M,SCHWAL,BERNARD,RASSEMBLEMENT BLEU MARINE,FRN,4281,N,M,PEZZIN,PIERRE,POUR UN LANGAGE CITOYEN,DIV,38,N,M,AMOROSA,MICHEL,PARTI PIRATE,DIV,385,N,M,ROUJA,ANTHONY,SANS ÉTIQUETTE,DIV,0,N,M,COLOMBO,HENRI-PIERRE,SANS ÉTIQUETTE,DIV,229,N,M,SERVEILLE,PIERRE,SANS ÉTIQUETTE,DIV,104,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,2,94408,55279,54567,712,"58,55%",M,LASERGE,MICHEL,LUTTE OUVRIÈRE,EXG,181,N,F,FONTUGNE,FANNY,NOUVEAU PARTI ANTICAPITALISTE,EXG,289,N,M,MARZIANI,CHARLES,FRONT DE GAUCHE,FDG,4290,N,M,BAPT,GÉRARD,PARTI SOCIALISTE,SOC,25308,O,F,PEGUIN,CÉCILE,EUROPE-ECOLOGIE-LES VERTS,ECO,2427,N,F,ESCUDIE,JACQUELINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,540,N,M,GALLEGO,ANDRÉ,"PARTI RADICAL - UNION DES RADICAUX, CENTRISTES, INDÉPENDANTS ET DÉMOCRATES",PRV,1165,N,M,BONLEUX,NICOLAS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11803,O,M,LE BIHAN,PATRICK,CNIP,DVD,245,N,M,ALAMICHEL,JEAN,SANS ÉTIQUETTE,DVD,228,N,F,AUGE,JOSETTE,UNION RÉPUBLICAINE ET POPULAIRE,DVD,69,N,M,THOMAS,JEAN-LOUIS,DEBOUT LA RÉPUBLIQUE,DVD,511,N,F,CAVIN,SÉVERINE,RASSEMBLEMENT BLEU MARINE,FRN,6799,N,M,MICHAVILA,JEAN-CLAUDE,MOUVEMENT ALLEZ LA VIE,DIV,52,N,M,ISLA,RAPHAËL,PARTI PIRATE,DIV,660,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,3,73131,45644,45245,399,"62,41%",F,TORREMOCHA,SANDRA,LUTTE OUVRIÈRE,EXG,111,N,M,COUDERETTE,THOMAS,NOUVEAU PARTI ANTICAPITALISTE - MOC,EXG,190,N,F,CROQUETTE,MARTINE,FRONT DE GAUCHE,FDG,2905,N,M,FILLOLA,ALAIN,SOCIALISTE INDÉPENDANT,DVG,9664,N,M,SIMON,FRANÇOIS,EUROPE-ECOLOGIE-LES VERTS (SOUTIEN PS),ECO,10064,O,M,CANZIAN,NICOLAS,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,537,N,F,MASSAT GUIRAUD-CHAUMEIL,LAURENCE,PARTI RADICAL,PRV,1462,N,M,MOUDENC,JEAN-LUC,UNION POUR UN MOUVEMENT POPULAIRE,UMP,15901,O,F,DANEN,MARIE-CLAIRE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,466,N,F,CABIOCH,SANDRINE,RASSEMBLEMENT BLEU MARINE,FRN,3534,N,F,CREVELLE,MONIQUE,MOUVEMENT ANTI-RADAR,DIV,24,N,F,FABRE,CAROLE,PARTI PIRATE,DIV,330,N,M,SATGER,CLÉMENT,SOLIDARITÉ ET PROGRÈS,DIV,57,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,4,66108,35238,34883,355,"53,3%",M,DUPIN,THIERRY,PARTI OUVRIER INDÉPENDANT,EXG,60,N,M,MARCIREAU,PATRICK,LUTTE OUVRIÈRE,EXG,104,N,F,GARAY,HEGOA,NOUVEAU PARTI ANTICAPITALISTE,EXG,220,N,F,DURRIEU,MONIQUE,FRONT DE GAUCHE,FDG,3316,N,F,MARTINEL,MARTINE,PARTI SOCIALISTE,SOC,14696,O,M,GODEC,RÉGIS,EUROPE-ECOLOGIE-LES VERTS,ECO,2764,N,F,VELASCO,SANDY,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,318,N,F,BENAYOUN-NAKACHE,YVETTE,LE CENTRE POUR LA FRANCE,MODEM,641,N,M,TRILLOU,ALEXANDRE,ALLIANCE CENTRISTE,MODEM-,402,N,M,SERP,BERTRAND,UNION POUR UN MOUVEMENT POPULAIRE,UMP,7419,O,M,DIEBOLD,STÉPHANE,DIVERS DROITE,DVD,1001,N,F,MOURGUES,SANDRA,GAUCHE MODERNE - PARTI RADICAL VALOISIEN - NOUVEAU CENTRE,DVD,192,N,F,BAZOUIN,SABRINA,RASSEMBLEMENT BLEU MARINE,FRN,3112,N,M,GOUGEON,CÉDRIC,SOLIDARITÉ ET PROGRÈS,DIV,54,N,M,VEYSSEYRE,DAVID,MOUVEMENT ANTI-RADAR,DIV,69,N,M,MATTEI,PHILIPPE,PARTI PIRATE,DIV,515,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,5,90353,54931,54097,834,"60,8%",M,COMBES,VINCENT,LUTTE OUVRIÈRE,EXG,308,N,M,JOUGLAR,FRANÇOIS,NOUVEAU PARTI ANTICAPITALISTE,EXG,258,N,F,MARCONIS,MONIQUE,FRONT DE GAUCHE,FDG,3422,N,F,IMBERT,FRANÇOISE,PARTI SOCIALISTE,SOC,24129,O,F,BOUDET,MARTINE,EUROPE-ECOLOGIE-LES VERTS,ECO,1130,N,M,RAYNAL,MICHEL,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,283,N,M,LECOQ-KROMWEL,OLIVIER,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,457,N,M,QUESSADA,RAPHAËL,PARTI RADICAL,PRV,1202,N,M,CARNEIRO,GRÉGOIRE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13371,O,M,VAN GAVER,ALAIN,MOUVEMENT POUR LA FRANCE,DVD,170,N,M,JOVELIN,GUY,RASSEMBLEMENT BLEU MARINE,FRN,8935,N,M,MAHUET,ERIC,PARTI PIRATE,DIV,295,N,M,CROUSIER,VINCENT,SOLIDARITÉ ET PROGRÈS,DIV,137,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,6,103296,62938,61962,976,"60,93%",F,PUEL,MICHÈLE,LUTTE OUVRIÈRE,EXG,341,N,M,GELY,FLORIAN,NOUVEAU PARTI ANTICAPITALISTE,EXG,285,N,M,VINCENT,RÉMI,FRONT DE GAUCHE,FDG,3797,N,F,IBORRA,MONIQUE,PARTI SOCIALISTE,SOC,27853,O,M,REFALO,ALAIN,EUROPE-ECOLOGIE-LES VERTS,ECO,4376,N,M,GUIN,FABRICE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,484,N,F,MARTI,MARTHE,LE CENTRE POUR LA FRANCE,MODEM,1995,N,F,VIDAL,JOCELYNE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12828,O,M,MICHEL,GRIGORI,NOUVEAU CENTRE,NouvC,520,N,M,ROQUES,SYLVAIN,MOUVEMENT POUR LA FRANCE,DVD,223,N,F,PELLIZZON,MICHÈLE,RASSEMBLEMENT BLEU MARINE,FRN,8452,N,M,SYRY,GUY,SOLIDARITÉ ET PROGRÈS,DIV,124,N,M,COLLOT,JÉRÉMY,PARTI PIRATE,DIV,684,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,7,92519,56577,55658,919,"61,15%",F,LAFLORENTIE,ANNE-MARIE,LUTTE OUVRIÈRE,EXG,396,N,F,CALVINHAC,NOËLLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,364,N,F,TENSA,DANIELLE,FRONT DE GAUCHE,FDG,4333,N,M,LEMASLE,PATRICK,PARTI SOCIALISTE,SOC,25116,O,M,VALADE,CHRISTIAN,EUROPE-ECOLOGIE-LES VERTS,ECO,2688,N,M,STROBEL,ROGER,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,597,N,F,VIANSSON-PONTE,CORINNE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,11866,O,M,WALTER,CYRIL,MOUVEMENT POUR LA FRANCE,DVD,473,N,M,LAROZE,SERGE,RASSEMBLEMENT BLEU MARINE,FRN,9825,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,8,84888,52193,51052,1141,"61,48%",F,GUIRAUD,MARTINE,LUTTE OUVRIÈRE,EXG,303,N,M,BOUBE,PATRICK,FRONT DE GAUCHE,FDG,5144,N,F,DELGA,CAROLE,PARTI SOCIALISTE,SOC,26351,N,F,CONSTAN,MICHÈLE,EUROPE-ECOLOGIE-LES VERTS,ECO,1436,N,F,MONDAIN,CHANTAL,LE TRÈFLE - LES NOUVEAUX ECOLOGISTES,ECO,130,N,M,MOTSCHWILLER,NICOLAS,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,368,N,F,WINNEPENNINCKX-KIESER,JACQUELINE,LE CENTRE POUR LA FRANCE,MODEM,1000,N,F,RIEU-GRIFFE,MARTINE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9348,N,M,PAGNAC,ANDRÉ,DEBOUT LA RÉPUBLIQUE,DVD,684,N,F,VOLOSCENKO,NADINE,RASSEMBLEMENT BLEU MARINE,FRN,6288,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,9,76393,43084,42500,584,"56,4%",M,MARTIN,HENRI,LUTTE OUVRIÈRE,EXG,204,N,M,BRISSET,PATRICK,NOUVEAU PARTI ANTICAPITALISTE,EXG,238,N,M,BARES,JEAN-MARC,FRONT DE GAUCHE,FDG,3953,N,M,BORGEL,CHRISTOPHE,PARTI SOCIALISTE,SOC,12697,O,M,COTELLE,THIERRY,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,6394,N,F,ARRIGHI,CHRISTINE,EUROPE-ECOLOGIE-LES VERTS,ECO,2651,N,F,ROCKSTROH-ROSSO,MARIE-PIERRE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,290,N,M,GAUTIER,ERIC,LE CENTRE POUR LA FRANCE,MODEM,1506,N,F,POUCHELON,ELISABETH,UNION POUR UN MOUVEMENT POPULAIRE,UMP,8789,O,F,SLIMANE,ZOHRA,SANS ÉTIQUETTE,DVD,232,N,M,BURAS,THÉO,RASSEMBLEMENT BLEU MARINE,FRN,5086,N,F,CROUSIER ARNIELLA,CLAIRE,SOLIDARITÉ ET PROGRÈS,DIV,100,N,M,DURAND,RAPHAËL,PARTI PIRATE,DIV,360,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,HAUTE-GARONNE,10,88459,59470,58639,831,"67,23%",M,DUMEUNIER,JACQUES,PARTI OUVRIER INDÉPENDANT,EXG,111,N,M,MISSIER,ANTOINE,LUTTE OUVRIÈRE,EXG,142,N,M,COUSTURES,RAYMOND,NOUVEAU PARTI ANTICAPITALISTE,EXG,255,N,M,PICQUET,CHRISTIAN,FRONT DE GAUCHE,FDG,3660,N,M,ARIF,KADER,PARTI SOCIALISTE,SOC,18084,O,M,RUFFAT,DANIEL,DIVERS GAUCHE,DVG,1167,N,M,HEBRARD,GILBERT,SOCIALISTE,DVG,9395,N,M,ROD,DIDIER,EUROPE-ECOLOGIE-LES VERTS,ECO,3022,N,M,FONTANEAU,LAURENT,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,552,N,F,FAURE,DOMINIQUE,PARTI RADICAL,PRV,14314,O,M,ALBOUY,JEAN-PIERRE,LE CENTRE POUR LA FRANCE,MODEM,1517,N,F,LOPAU,MARIE,RASSEMBLEMENT BLEU MARINE,FRN,6057,N,M,CUNIN,LAURENT,PARTI DU VOTE BLANC,DIV,363,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,GERS,1,73647,46377,45168,1209,"62,97%",M,CHARETON,JEAN-LOUIS,LUTTE OUVRIÈRE,EXG,204,N,M,FALCO,JEAN,GAUCHE ALTERNATIVE 2012,EXG,590,N,F,DELLAC,MARYSE,FRONT DE GAUCHE,FDG,2556,N,M,MARTIN,PHILIPPE,PARTI SOCIALISTE,SOC,23651,N,M,LE GOANVIC,PHILIPPE,EUROPE-ECOLOGIE-LES VERTS,ECO,1642,N,F,PREVOT,ANNIE-CLAUDE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,334,N,F,GIROIR,FLORENCE,PARTI RADICAL,PRV,734,N,F,CREPEL,ELIANE,LE CENTRE POUR LA FRANCE,MODEM,1004,N,F,DE FRANCLIEU,DOUCE,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9453,N,F,CABELLA,SYLVIE,DEBOUT LA RÉPUBLIQUE,DVD,576,N,F,GIROT,MARCELLE,RASSEMBLEMENT BLEU MARINE,FRN,4424,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,GERS,2,70161,45619,44694,925,"65,02%",F,BOURGUIGNON,ANNE,LUTTE OUVRIÈRE,EXG,180,N,M,SCHULTZ,GAËL,GAUCHE ALTERNATIVE 2012,EXG,313,N,M,GABRIEL,BRUNO,FRONT DE GAUCHE,FDG,2545,N,F,BIEMOURET,GISÈLE,PARTI SOCIALISTE,SOC,19026,O,F,DUBOS,FRANÇOISE,EUROPE-ECOLOGIE-LES VERTS,ECO,1606,N,M,GABAS,MICHEL,PARTI RADICAL,PRV,5824,N,F,JOUBERT,FRANCE,LE CENTRE POUR LA FRANCE,MODEM,645,N,M,DUBRAC,GÉRARD,UNION POUR UN MOUVEMENT POPULAIRE,UMP,9311,O,M,DIENOT,BRUNO,DEBOUT LA RÉPUBLIQUE,DVD,531,N,M,UMBER,THIERRY,RASSEMBLEMENT BLEU MARINE,FRN,4713,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,1,86025,50099,49537,562,"58,24%",M,LACOSTE,DENIS,LUTTE OUVRIÈRE,EXG,132,N,F,LARROQUET,ISABELLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,367,N,M,MAURIN,VINCENT,FRONT DE GAUCHE,FDG,2454,N,F,DOUCET,SANDRINE,PARTI SOCIALISTE,SOC,19397,O,M,RACHET,OLIVIER,BORDEAUX À GAUCHE,DVG,234,N,M,MARSAT,ALEXANDRE,EUROPE-ECOLOGIE-LES VERTS,ECO,2125,N,F,MAUHOURAT,MARIE-PIERRE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,304,N,M,AKROUT,MOHAMED,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,192,N,F,BOURRAGUE,CHANTAL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,19926,O,F,BOUILHET,CATHERINE,RASSEMBLEMENT BLEU MARINE,FRN,4188,N,F,GIREAU,CORINNE,PARTI PIRATE,DIV,218,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,2,62176,35747,35375,372,"57,49%",M,DUPONT,GUY,LUTTE OUVRIÈRE,EXG,97,N,F,PENY,VALÉRIE,NOUVEAU PARTI ANTICAPITALISTE,EXG,281,N,F,COMARD,BRIGITTE,FRONT DE GAUCHE,FDG,2526,N,F,DELAUNAY,MICHÈLE,PARTI SOCIALISTE,SOC,15389,O,M,BOUDY,STÉPHANE,BORDEAUX À GAUCHE,DVG,107,N,F,NOEL,MARIE-CLAUDE,EUROPE-ECOLOGIE-LES VERTS,ECO,2206,N,M,FERRARI,JEAN-MARC,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,155,N,F,DONNET,JULIE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,190,N,M,FLORIAN,NICOLAS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,12128,O,M,BUGEAU,CHRISTOPHE,DEBOUT LA RÉPUBLIQUE,DVD,186,N,M,JAY,FRANÇOIS,RASSEMBLEMENT BLEU MARINE,FRN,2042,N,M,MENUET,DANIEL,SOLIDARITÉ ET PROGRÈS,DIV,68,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,3,74223,42762,42020,742,"57,61%",M,VENTURE,JEAN-LUC,PARTI OUVRIER INDÉPENDANT,EXG,214,N,M,PINTO BICHO,PIERRE,LUTTE OUVRIÈRE,EXG,191,N,F,FAURE,MARIE,NOUVEAU PARTI ANTICAPITALISTE,EXG,472,N,F,SIMON,CÉLINE,FRONT DE GAUCHE,FDG,4521,N,F,ANDRIEUX,MAUD,BORDEAUX À GAUCHE,DVG,706,N,M,MAMERE,NOËL,EUROPE-ECOLOGIE-LES VERTS,ECO,21840,N,M,MOURGUY,ALAIN,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,547,N,M,DEBUC,BERNARD,LE CENTRE POUR LA FRANCE,MODEM,3476,N,F,NEDELEC-BEFVE,AGNÈS,UNION POUR UN MOUVEMENT POPULAIRE,UMP,6094,N,M,PALUTEAU,BRUNO,RASSEMBLEMENT BLEU MARINE,FRN,3869,N,M,MARTINS,CHRISTOPHE,PARTI PIRATE,DIV,90,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,4,86720,47100,46344,756,"54,31%",F,BRIVARY,ANNE-ISABELLE,LUTTE OUVRIÈRE,EXG,323,N,F,HERAUD,CHRISTINE,NOUVEAU PARTI ANTICAPITALISTE,EXG,437,N,F,MEYNARD,ALEXANDRA,FRONT DE GAUCHE,FDG,3645,N,F,LACUEY,CONCHITA,PARTI SOCIALISTE,SOC,23072,O,F,KNIBBS,PAULA,EUROPE-ECOLOGIE-LES VERTS,ECO,1759,N,M,RITTLING,MICHEL,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,408,N,F,BLUGE,MONIQUE,PARTI RADICAL,PRV,587,N,F,JACQUET,ANNE-LISE,UNION DU CENTRE ET DE LA DROITE,DVD,8806,O,M,BACONNET,PHILIPPE,RASSEMBLEMENT BLEU MARINE,FRN,7307,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,5,102499,60294,59536,758,"58,82%",M,BEN HADJ SALEM,MAROUANI,LUTTE OUVRIÈRE,EXG,131,N,M,POUTOU,PHILIPPE,NOUVEAU PARTI ANTICAPITALISTE,EXG,1264,N,M,LE BOT,STÉPHANE,FRONT DE GAUCHE,FDG,2620,N,F,GOT,PASCALE,PARTI SOCIALISTE,SOC,27011,O,M,SAUBUSSE,STÉPHANE,EUROPE-ECOLOGIE-LES VERTS,ECO,1627,N,F,DA CUNHA,GÉRALDINE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,288,N,M,MARTIN,JEAN,PARTI RADICAL,PRV,527,N,M,ALBENTOSA,JEAN-LOUIS,LE CENTRE POUR LA FRANCE,MODEM,1419,N,M,GORDON-KRIEF,DAVID,UNION POUR UN MOUVEMENT POPULAIRE,UMP,13534,O,M,LASSERRE,JEAN-MARC,DIVERS DROITE,DVD,1608,N,F,RODRIGUEZ,MARTINE,DEBOUT LA RÉPUBLIQUE,DVD,339,N,M,COLOMBIER,JACQUES,RASSEMBLEMENT BLEU MARINE,FRN,9168,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,6,95240,57020,56426,594,"59,87%",F,MALATY,NELLY,LUTTE OUVRIÈRE,EXG,239,N,M,ROUZE,PHILIPPE,NOUVEAU PARTI ANTICAPITALISTE,EXG,361,N,M,SAINTIER,JOËL,FRONT DE GAUCHE,FDG,2975,N,F,RECALDE,MARIE,PARTI SOCIALISTE,SOC,27211,O,M,CHAUSSET,GÉRARD,EUROPE-ECOLOGIE-LES VERTS,ECO,2501,N,M,FERRARI,SYLVIE,MOUVEMENT ÉCOLOGISTE INDÉPENDANT,ECO,350,N,F,TOUBIANA,JULIETTE,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,265,N,M,BRAUN,PIERRE,LE CENTRE POUR LA FRANCE,MODEM,1969,N,M,MILLET,THIERRY,NOUVEAU CENTRE,NouvC,14292,O,M,GONZALEZ,BERNARD,DEBOUT LA RÉPUBLIQUE,DVD,627,N,M,AUPETIT,JEAN-LUC,RASSEMBLEMENT BLEU MARINE,FRN,5636,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,7,72718,44300,43793,507,"60,92%",M,LAVAUD,JEAN-PIERRE,PARTI OUVRIER INDÉPENDANT,EXG,99,N,M,PERCHET,GUILLAUME,LUTTE OUVRIÈRE,EXG,125,N,F,UFFERTE,ISABELLE,NOUVEAU PARTI ANTICAPITALISTE,EXG,366,N,F,SOURBE,AURÉLIA,FRONT DE GAUCHE,FDG,2199,N,M,ROUSSET,ALAIN,PARTI SOCIALISTE,SOC,24316,N,F,CURVALE,LAURE,EUROPE-ECOLOGIE-LES VERTS,ECO,2109,N,F,BERTRAND,REGINE,CAP 21,ECO,279,N,F,LAPOUGE,CHRISTELLE,PARTI RADICAL,PRV,709,N,F,KHATTABI,AMEL,UNION POUR UN MOUVEMENT POPULAIRE,UMP,8576,N,F,LUCAS,FRÉDÉRIQUE,NOUVEAU CENTRE,NouvC,1050,N,M,AUPETIT,GÉRARD,RASSEMBLEMENT BLEU MARINE,FRN,3965,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,GIRONDE,8,97831,59215,58360,855,"60,53%",F,TEXIER,SOLANGE,LUTTE OUVRIÈRE,EXG,164,N,F,NICOLAS,MONIQUE,NOUVEAU PARTI ANTICAPITALISTE,EXG,254,N,F,ELIAS,MÉLISANDE,FRONT DE GAUCHE,FDG,1998,N,F,LE YONDRE,NATHALIE,PARTI SOCIALISTE,SOC,21036,O,M,APECARENA,JEAN-LOUIS,MOUVEMENT RÉPUBLICAIN ET CITOYEN,DVG,430,N,M,BAUDE,VITAL,EUROPE-ECOLOGIE-LES VERTS,ECO,2133,N,F,REZER-SANDILLON,ELISABETH,CAP 21,ECO,391,N,F,MEYNARD,CHRISTIAN,ALLIANCE ECOLOGISTE INDÉPENDANTE,ECO,382,N,M,FOULON,YVES,UNION POUR UN MOUVEMENT POPULAIRE,UMP,22217,O,M,RIGOLET,ALAIN,DIVERS DROITE,DVD,2503,N,F,LORBLANCHER,MARIE-ELISE,PARTI CHRÉTIEN-DÉMOCRATE,DVD,211,N,F,SIBERT,FRANCE,DEBOUT LA RÉPUBLIQUE,DVD,359,N,F,CROIZIER,LYDIE,RASSEMBLEMENT BLEU MARINE,FRN,6282,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
